subj,ability,face,fame,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015
D94,devprop,F02,famous,D,118,857,TRUE,s013,<undefined>,-0.34984,-0.15789,<undefined>,-0.10606,-0.23913,-0.22603,0.040214,-0.085307,<undefined>,-0.15237,-0.27273,<undefined>,-0.12161,<undefined>
D95,devprop,F02,famous,D,69,2340,TRUE,s014,<undefined>,-0.10556,-0.067853,<undefined>,-0.091188,-0.025309,-0.04442,0.22895,0.053482,<undefined>,-0.072524,-0.091566,-0.12161,<undefined>,<undefined>
D96,devprop,F02,famous,D,38,4737,FALSE,s015,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D06,devprop,F03,famous,A,13,1554,TRUE,s001,<undefined>,-0.15979,0.62,-0.091549,0.125,-0.055556,-0.18292,0.02206,-0.63154,-0.039892,0.5,-0.21129,0.0064238,-0.15176,0.50061
D08,devprop,F03,famous,A,38,5788,TRUE,s002,-0.15979,<undefined>,-0.21649,-0.029892,-0.1701,-0.013695,0.0011879,-0.26804,-0.47423,-0.31355,-0.25258,-0.33505,-0.20619,-0.31001,-0.23711
D13,devprop,F03,famous,A,55,1401,TRUE,s003,0.62,-0.21649,<undefined>,-0.042254,-0.06,-0.048611,-0.17935,-0.20569,-0.44971,0.095081,0.42,-0.28627,-0.0024506,-0.21255,0.38343
D14,devprop,F03,famous,A,17,4354,TRUE,s004,-0.091549,-0.029892,-0.042254,<undefined>,-0.20423,0.0069444,-0.014439,-0.23944,-0.30986,-0.15251,-0.16197,-0.41066,-0.063173,-0.22535,-0.17585
D15,devprop,F03,famous,A,96,1500,TRUE,s005,0.125,-0.1701,-0.06,-0.20423,<undefined>,-0.15278,-0.20729,-0.21783,-0.5625,-0.40492,-0.083333,-0.086294,-0.19211,-0.058312,0.0625
D16,devprop,F03,famous,A,5,3597,TRUE,s006,-0.055556,-0.013695,-0.048611,0.0069444,-0.15278,<undefined>,-0.021739,-0.29861,-0.52083,-0.21528,-0.16667,-0.38412,-0.11806,-0.27083,-0.14583
D17,devprop,F03,famous,A,141,4836,TRUE,s007,-0.18292,0.0011879,-0.17935,-0.014439,-0.20729,-0.021739,<undefined>,-0.26444,-0.39674,-0.14674,-0.23913,-0.30435,-0.20109,-0.20109,-0.16848
D18,devprop,F03,famous,A,48,1178,TRUE,s008,0.02206,-0.26804,-0.20569,-0.23944,-0.21783,-0.29861,-0.26444,<undefined>,-0.67018,-0.068966,-0.24531,-0.36211,0.095081,-0.19501,-0.072037
D90,devprop,F03,famous,A,73,1066,TRUE,s009,-0.63154,-0.47423,-0.44971,-0.30986,-0.5625,-0.52083,-0.39674,-0.67018,<undefined>,-0.31871,-0.5872,-0.23684,-0.55172,-0.36842,-0.42732
D91,devprop,F03,famous,A,48,1444,TRUE,s010,-0.039892,-0.31355,0.095081,-0.15251,-0.40492,-0.21528,-0.14674,-0.068966,-0.31871,<undefined>,-0.13497,-0.025608,-0.028566,0.10345,0.2473
D92,devprop,F03,famous,A,138,988,TRUE,s011,0.5,-0.25258,0.42,-0.16197,-0.083333,-0.16667,-0.23913,-0.24531,-0.5872,-0.13497,<undefined>,-0.608,0.086207,-0.011996,0.20311
D93,devprop,F03,famous,A,120,950,TRUE,s012,-0.21129,-0.33505,-0.28627,-0.41066,-0.086294,-0.38412,-0.30435,-0.36211,-0.23684,-0.025608,-0.608,<undefined>,-0.40145,0.066177,0.19565
D94,devprop,F03,famous,A,68,1428,TRUE,s013,0.0064238,-0.20619,-0.0024506,-0.063173,-0.19211,-0.11806,-0.20109,0.095081,-0.55172,-0.028566,0.086207,-0.40145,<undefined>,0.026116,-0.04285
D95,devprop,F03,famous,A,156,971,TRUE,s014,-0.15176,-0.31001,-0.21255,-0.22535,-0.058312,-0.27083,-0.20109,-0.19501,-0.36842,0.10345,-0.011996,0.066177,0.026116,<undefined>,-0.061488
D96,devprop,F03,famous,A,118,1297,TRUE,s015,0.50061,-0.23711,0.38343,-0.17585,0.0625,-0.14583,-0.16848,-0.072037,-0.42732,0.2473,0.20311,0.19565,-0.04285,-0.061488,<undefined>
D06,devprop,F03,famous,B,136,1368,TRUE,s001,<undefined>,0.058824,-0.11941,-0.17802,-0.25676,0.15789,-0.21875,0.32857,-0.11364,0.20455,0.034425,-0.14739,-0.056484,0.041667,0.052632
D08,devprop,F03,famous,B,96,1683,TRUE,s002,0.058824,<undefined>,-0.20458,0.12968,-0.29418,0.31579,-0.2177,0.47143,-0.18822,0.10294,-0.19997,-0.29621,-0.30543,0.066826,0.21053
D13,devprop,F03,famous,B,20,1244,TRUE,s003,-0.11941,-0.20458,<undefined>,-0.19472,-0.081081,-0.18756,-0.27068,-0.11835,-0.13255,-0.40284,-0.10284,-0.093137,0.14,0.14,-0.11126
D14,devprop,F03,famous,B,2,3288,TRUE,s004,-0.17802,0.12968,-0.19472,<undefined>,0.1066,0.092534,-0.22112,0.079563,-0.2,-0.046154,-0.16791,-0.16154,-0.066591,-0.0076923,0.18594
D15,devprop,F03,famous,B,27,2034,TRUE,s005,-0.25676,-0.29418,-0.081081,0.1066,<undefined>,-0.27554,-0.27752,-0.25364,0.027027,-0.1305,0.056373,-0.094595,0.013514,-0.031266,0.07482
D16,devprop,F03,famous,B,79,2365,TRUE,s006,0.15789,0.31579,-0.18756,0.092534,-0.27554,<undefined>,-0.098065,0.50226,-0.15564,-0.0041277,-0.16615,-0.23871,-0.18795,0.055276,0.13158
D17,devprop,F03,famous,B,30,6320,TRUE,s007,-0.21875,-0.2177,-0.27068,-0.22112,-0.27752,-0.098065,<undefined>,-0.16146,-0.30729,-0.30193,-0.20833,-0.29167,-0.36711,-0.21339,-0.20476
D18,devprop,F03,famous,B,45,1712,TRUE,s008,0.32857,0.47143,-0.11835,0.079563,-0.25364,0.50226,-0.16146,<undefined>,-0.19713,0.07388,-0.11877,-0.20448,-0.15427,0.14531,0.10752
D90,devprop,F03,famous,B,118,958,TRUE,s009,-0.11364,-0.18822,-0.13255,-0.2,0.027027,-0.15564,-0.30729,-0.19713,<undefined>,-0.078898,0.325,0.25953,-0.26883,-0.07261,-0.013158
D91,devprop,F03,famous,B,144,1091,TRUE,s010,0.20455,0.10294,-0.40284,-0.046154,-0.1305,-0.0041277,-0.30193,0.07388,-0.078898,<undefined>,-0.29318,-0.13877,-0.40842,0.020833,0.30263
D92,devprop,F03,famous,B,40,1171,TRUE,s011,0.034425,-0.19997,-0.10284,-0.16791,0.056373,-0.16615,-0.20833,-0.11877,0.325,-0.29318,<undefined>,0.15,-0.54545,-0.14522,0.0090302
D93,devprop,F03,famous,B,10,1150,TRUE,s012,-0.14739,-0.29621,-0.093137,-0.16154,-0.094595,-0.23871,-0.29167,-0.20448,0.25953,-0.13877,0.15,<undefined>,-0.22727,-0.027369,-0.0109
D94,devprop,F03,famous,B,147,1100,TRUE,s013,-0.056484,-0.30543,0.14,-0.066591,0.013514,-0.18795,-0.36711,-0.15427,-0.26883,-0.40842,-0.54545,-0.22727,<undefined>,0.12204,-0.28231
D95,devprop,F03,famous,B,11,1199,TRUE,s014,0.041667,0.066826,0.14,-0.0076923,-0.031266,0.055276,-0.21339,0.14531,-0.07261,0.020833,-0.14522,-0.027369,0.12204,<undefined>,-0.012771
D96,devprop,F03,famous,B,94,2131,TRUE,s015,0.052632,0.21053,-0.11126,0.18594,0.07482,0.13158,-0.20476,0.10752,-0.013158,0.30263,0.0090302,-0.0109,-0.28231,-0.012771,<undefined>
D06,devprop,F03,famous,C,72,2099,TRUE,s001,<undefined>,-0.14045,-0.15493,<undefined>,-0.11427,0.23148,-0.086436,0.052661,0.057143,0.031443,0.014286,-0.31429,0.11429,0.042857,0.0055556
D08,devprop,F03,famous,C,155,1801,TRUE,s002,-0.14045,<undefined>,-0.1513,<undefined>,-0.13459,-0.10158,-0.036889,0.19444,-0.18253,-0.14801,0.055556,-0.36547,-0.18056,-0.069036,-0.20539
D13,devprop,F03,famous,C,14,3713,TRUE,s003,-0.15493,-0.1513,<undefined>,<undefined>,-0.10443,0.076464,0.040146,-0.080882,-0.38028,-0.25694,-0.1338,-0.35211,-0.16901,0.011875,-0.17045
D14,devprop,F03,famous,C,108,2056,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F03,famous,C,64,2528,TRUE,s005,-0.11427,-0.13459,-0.10443,<undefined>,<undefined>,-0.01003,-0.14448,-0.21111,-0.2,-0.3073,-0.14444,-0.33333,-0.19237,0.046351,-0.046977
D16,devprop,F03,famous,C,30,3095,TRUE,s006,0.23148,-0.10158,0.076464,<undefined>,-0.01003,<undefined>,0.089693,-0.074074,-0.12037,0.027778,-0.12328,-0.38412,-0.027778,-0.050517,0.15095
D17,devprop,F03,famous,C,126,4247,TRUE,s007,-0.086436,-0.036889,0.040146,<undefined>,-0.14448,0.089693,<undefined>,-0.0063291,-0.29114,-0.12658,-0.082278,-0.36709,-0.3038,-0.06962,0.061438
D18,devprop,F03,famous,C,80,1264,TRUE,s008,0.052661,0.19444,-0.080882,<undefined>,-0.21111,-0.074074,-0.0063291,<undefined>,-0.057692,0.19844,0.38462,-0.25,-0.051093,0.061929,-0.24444
D90,devprop,F03,famous,C,131,892,TRUE,s009,0.057143,-0.18253,-0.38028,<undefined>,-0.2,-0.12037,-0.29114,-0.057692,<undefined>,0.037037,0.068182,-0.14951,-0.058824,-0.31667,-0.27222
D91,devprop,F03,famous,C,158,1306,TRUE,s010,0.031443,-0.14801,-0.25694,<undefined>,-0.3073,0.027778,-0.12658,0.19844,0.037037,<undefined>,0.096315,-0.25926,-0.10103,-0.18807,-0.094444
D92,devprop,F03,famous,C,157,1266,TRUE,s011,0.014286,0.055556,-0.1338,<undefined>,-0.14444,-0.12328,-0.082278,0.38462,0.068182,0.096315,<undefined>,-0.022727,-0.17012,0.1424,-0.21111
D93,devprop,F03,famous,C,39,956,TRUE,s012,-0.31429,-0.36547,-0.35211,<undefined>,-0.33333,-0.38412,-0.36709,-0.25,-0.14951,-0.25926,-0.022727,<undefined>,-0.21511,-0.15,-0.38333
D94,devprop,F03,famous,C,89,812,TRUE,s013,0.11429,-0.18056,-0.16901,<undefined>,-0.19237,-0.027778,-0.3038,-0.051093,-0.058824,-0.10103,-0.17012,-0.21511,<undefined>,0.21667,-0.21667
D95,devprop,F03,famous,C,24,1485,TRUE,s014,0.042857,-0.069036,0.011875,<undefined>,0.046351,-0.050517,-0.06962,0.061929,-0.31667,-0.18807,0.1424,-0.15,0.21667,<undefined>,-0.18968
D96,devprop,F03,famous,C,20,4874,TRUE,s015,0.0055556,-0.20539,-0.17045,<undefined>,-0.046977,0.15095,0.061438,-0.24444,-0.27222,-0.094444,-0.21111,-0.38333,-0.21667,-0.18968,<undefined>
D06,devprop,F03,famous,D,30,1435,TRUE,s001,<undefined>,-0.045768,0.15097,<undefined>,<undefined>,0.12722,<undefined>,0.34945,0.095238,<undefined>,0.52381,0.047619,0.0038994,0.16689,-0.12308
D08,devprop,F03,famous,D,112,2439,TRUE,s002,-0.045768,<undefined>,0.20408,<undefined>,<undefined>,-0.1172,<undefined>,0.042567,-0.17667,<undefined>,-0.098539,-0.32653,-0.14606,0.030612,-0.044608
D13,devprop,F03,famous,D,63,1986,TRUE,s003,0.15097,0.20408,<undefined>,<undefined>,<undefined>,0.040541,<undefined>,0.28378,0.027027,<undefined>,-0.027027,-0.13514,-0.053656,-0.0042393,0.15385
D14,devprop,F03,famous,D,49,3379,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F03,famous,D,12,1446,FALSE,s005,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D16,devprop,F03,famous,D,87,1056,TRUE,s006,0.12722,-0.1172,0.040541,<undefined>,<undefined>,<undefined>,<undefined>,0.23077,-0.035364,<undefined>,0.19444,-0.13889,-0.19285,-0.075312,-0.19231
D17,devprop,F03,famous,D,106,3308,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F03,famous,D,66,1355,TRUE,s008,0.34945,0.042567,0.28378,<undefined>,<undefined>,0.23077,<undefined>,<undefined>,-0.096154,<undefined>,0.17308,0.019231,0.099453,0.18298,-0.1345
D90,devprop,F03,famous,D,122,1197,TRUE,s009,0.095238,-0.17667,0.027027,<undefined>,<undefined>,-0.035364,<undefined>,-0.096154,<undefined>,<undefined>,0.047619,-0.30544,-0.014929,-0.21557,-0.015385
D91,devprop,F03,famous,D,76,2225,FALSE,s010,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D92,devprop,F03,famous,D,79,1265,TRUE,s011,0.52381,-0.098539,-0.027027,<undefined>,<undefined>,0.19444,<undefined>,0.17308,0.047619,<undefined>,<undefined>,0,-0.08701,-0.0071297,-0.23077
D93,devprop,F03,famous,D,67,980,TRUE,s012,0.047619,-0.32653,-0.13514,<undefined>,<undefined>,-0.13889,<undefined>,0.019231,-0.30544,<undefined>,0,<undefined>,-0.2344,-0.17012,-0.28967
D94,devprop,F03,famous,D,79,1062,TRUE,s013,0.0038994,-0.14606,-0.053656,<undefined>,<undefined>,-0.19285,<undefined>,0.099453,-0.014929,<undefined>,-0.08701,-0.2344,<undefined>,0.22727,-0.2279
D95,devprop,F03,famous,D,129,1220,TRUE,s014,0.16689,0.030612,-0.0042393,<undefined>,<undefined>,-0.075312,<undefined>,0.18298,-0.21557,<undefined>,-0.0071297,-0.17012,0.22727,<undefined>,-0.22681
D96,devprop,F03,famous,D,62,3357,TRUE,s015,-0.12308,-0.044608,0.15385,<undefined>,<undefined>,-0.19231,<undefined>,-0.1345,-0.015385,<undefined>,-0.23077,-0.28967,-0.2279,-0.22681,<undefined>
D06,devprop,F04,famous,A,122,2574,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F04,famous,A,31,2509,TRUE,s002,<undefined>,<undefined>,-0.286,<undefined>,-0.098805,0.2,-0.0012691,-0.019046,-0.125,0.1875,-0.041667,-0.34344,-0.26042,-0.19582,0.082376
D13,devprop,F04,famous,A,127,874,TRUE,s003,<undefined>,-0.286,<undefined>,<undefined>,-0.16615,-0.26381,-0.31224,-0.16627,-0.30079,-0.34222,-0.32775,0.16667,-0.36111,0.44921,-0.33571
D14,devprop,F04,famous,A,150,1860,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F04,famous,A,119,1110,TRUE,s005,<undefined>,-0.098805,-0.16615,<undefined>,<undefined>,-0.20952,-0.22321,-0.24,0.078947,0.2161,0.53986,0.17673,-0.31579,0.030831,-0.29017
D16,devprop,F04,famous,A,65,3101,TRUE,s006,<undefined>,0.2,-0.26381,<undefined>,-0.20952,<undefined>,0.045956,-0.23881,-0.28333,0.033333,-0.15,-0.39832,-0.375,-0.25952,0.065181
D17,devprop,F04,famous,A,16,2987,TRUE,s007,<undefined>,-0.0012691,-0.31224,<undefined>,-0.22321,0.045956,<undefined>,-0.29898,-0.27219,-0.125,-0.19336,-0.34616,-0.38086,-0.33902,-0.3125
D18,devprop,F04,famous,A,129,1228,TRUE,s008,<undefined>,-0.019046,-0.16627,<undefined>,-0.24,-0.23881,-0.29898,<undefined>,-0.47255,-0.01598,-0.06,-0.76627,-0.14627,0.0068629,-0.3953
D90,devprop,F04,famous,A,90,925,TRUE,s009,<undefined>,-0.125,-0.30079,<undefined>,0.078947,-0.28333,-0.27219,-0.47255,<undefined>,0.055964,0.125,-0.33728,-0.046415,-0.16133,-0.20312
D91,devprop,F04,famous,A,41,1269,TRUE,s010,<undefined>,0.1875,-0.34222,<undefined>,0.2161,0.033333,-0.125,-0.01598,0.055964,<undefined>,0.38215,-0.4184,-0.1875,-0.21068,-0.09486
D92,devprop,F04,famous,A,99,972,TRUE,s011,<undefined>,-0.041667,-0.32775,<undefined>,0.53986,-0.15,-0.19336,-0.06,0.125,0.38215,<undefined>,-0.29915,-0.28125,-0.12687,-0.26674
D93,devprop,F04,famous,A,110,1191,TRUE,s012,<undefined>,-0.34344,0.16667,<undefined>,0.17673,-0.39832,-0.34616,-0.76627,-0.33728,-0.4184,-0.29915,<undefined>,-0.69444,-0.28649,-0.25
D94,devprop,F04,famous,A,3,740,TRUE,s013,<undefined>,-0.26042,-0.36111,<undefined>,-0.31579,-0.375,-0.38086,-0.14627,-0.046415,-0.1875,-0.28125,-0.69444,<undefined>,-0.35294,-0.25781
D95,devprop,F04,famous,A,81,835,TRUE,s014,<undefined>,-0.19582,0.44921,<undefined>,0.030831,-0.25952,-0.33902,0.0068629,-0.16133,-0.21068,-0.12687,-0.28649,-0.35294,<undefined>,-0.39419
D96,devprop,F04,famous,A,89,3309,TRUE,s015,<undefined>,0.082376,-0.33571,<undefined>,-0.29017,0.065181,-0.3125,-0.3953,-0.20312,-0.09486,-0.26674,-0.25,-0.25781,-0.39419,<undefined>
D06,devprop,F04,famous,B,156,6021,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F04,famous,B,11,1988,TRUE,s002,<undefined>,<undefined>,0.13964,<undefined>,0.0125,-0.11036,-0.072487,<undefined>,-0.21642,-0.074632,0.054776,-0.081066,-0.3682,-0.125,0.13865
D13,devprop,F04,famous,B,125,1477,TRUE,s003,<undefined>,0.13964,<undefined>,<undefined>,0.15,-0.027614,0.12929,<undefined>,-0.26667,0.1143,-0.006276,0.058579,-0.013807,0.23333,0.30325
D14,devprop,F04,famous,B,133,1682,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F04,famous,B,143,1070,TRUE,s005,<undefined>,0.0125,0.15,<undefined>,<undefined>,0.36111,-0.1625,<undefined>,-0.20588,-0.23529,-0.17792,0.15297,-0.29325,-0.027778,-0.075646
D16,devprop,F04,famous,B,75,1070,TRUE,s006,<undefined>,-0.11036,-0.027614,<undefined>,0.36111,<undefined>,0,<undefined>,-0.16667,-0.19444,-0.26385,-0.20316,-0.13412,-0.069036,-0.17792
D17,devprop,F04,famous,B,84,2186,TRUE,s007,<undefined>,-0.072487,0.12929,<undefined>,-0.1625,0,<undefined>,<undefined>,-0.25,-0.0625,0.14784,-0.37678,-0.05,-0.025,0.13085
D18,devprop,F04,famous,B,8,5366,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F04,famous,B,160,866,TRUE,s009,<undefined>,-0.21642,-0.26667,<undefined>,-0.20588,-0.16667,-0.25,<undefined>,<undefined>,-0.088235,-0.22727,-0.7612,-0.45118,-0.61111,-0.25
D91,devprop,F04,famous,B,106,843,TRUE,s010,<undefined>,-0.074632,0.1143,<undefined>,-0.23529,-0.19444,-0.0625,<undefined>,-0.088235,<undefined>,-0.20455,-0.70502,0.30926,-0.17538,0.047404
D92,devprop,F04,famous,B,23,3540,TRUE,s011,<undefined>,0.054776,-0.006276,<undefined>,-0.17792,-0.26385,0.14784,<undefined>,-0.22727,-0.20455,<undefined>,-0.18182,-0.22727,-0.16667,0.099785
D93,devprop,F04,famous,B,4,938,TRUE,s012,<undefined>,-0.081066,0.058579,<undefined>,0.15297,-0.20316,-0.37678,<undefined>,-0.7612,-0.70502,-0.18182,<undefined>,-0.80305,0.055556,-0.090909
D94,devprop,F04,famous,B,122,728,TRUE,s013,<undefined>,-0.3682,-0.013807,<undefined>,-0.29325,-0.13412,-0.05,<undefined>,-0.45118,0.30926,-0.22727,-0.80305,<undefined>,0.15319,-0.090909
D95,devprop,F04,famous,B,118,885,TRUE,s014,<undefined>,-0.125,0.23333,<undefined>,-0.027778,-0.069036,-0.025,<undefined>,-0.61111,-0.17538,-0.16667,0.055556,0.15319,<undefined>,-0.068182
D96,devprop,F04,famous,B,145,2283,TRUE,s015,<undefined>,0.13865,0.30325,<undefined>,-0.075646,-0.17792,0.13085,<undefined>,-0.25,0.047404,0.099785,-0.090909,-0.090909,-0.068182,<undefined>
D06,devprop,F04,famous,C,82,2289,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F04,famous,C,158,4821,FALSE,s002,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D13,devprop,F04,famous,C,10,1697,TRUE,s003,<undefined>,<undefined>,<undefined>,<undefined>,0.11818,-0.025264,<undefined>,<undefined>,-0.39706,-0.19683,-0.064264,<undefined>,-0.25,0.23416,-0.30913
D14,devprop,F04,famous,C,63,1742,FALSE,s004,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D15,devprop,F04,famous,C,51,2929,TRUE,s005,<undefined>,<undefined>,0.11818,<undefined>,<undefined>,0.27014,<undefined>,<undefined>,-0.054545,0.0051104,0.17273,<undefined>,-0.18935,0.27585,-0.1184
D16,devprop,F04,famous,C,141,2265,TRUE,s006,<undefined>,<undefined>,-0.025264,<undefined>,0.27014,<undefined>,<undefined>,<undefined>,0.051282,0.056663,-0.029411,<undefined>,-0.098165,0.22196,-0.06509
D17,devprop,F04,famous,C,90,2775,FALSE,s007,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D18,devprop,F04,famous,C,83,2194,FALSE,s008,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D90,devprop,F04,famous,C,43,1063,TRUE,s009,<undefined>,<undefined>,-0.39706,<undefined>,-0.054545,0.051282,<undefined>,<undefined>,<undefined>,-0.084746,-0.23,<undefined>,0.14512,-0.16655,-0.20619
D91,devprop,F04,famous,C,61,2999,TRUE,s010,<undefined>,<undefined>,-0.19683,<undefined>,0.0051104,0.056663,<undefined>,<undefined>,-0.084746,<undefined>,-0.039465,<undefined>,-0.21452,-0.22345,-0.041237
D92,devprop,F04,famous,C,2,2662,TRUE,s011,<undefined>,<undefined>,-0.064264,<undefined>,0.17273,-0.029411,<undefined>,<undefined>,-0.23,-0.039465,<undefined>,<undefined>,-0.37971,-0.019706,-0.17584
D93,devprop,F04,famous,C,34,1177,FALSE,s012,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D94,devprop,F04,famous,C,120,919,TRUE,s013,<undefined>,<undefined>,-0.25,<undefined>,-0.18935,-0.098165,<undefined>,<undefined>,0.14512,-0.21452,-0.37971,<undefined>,<undefined>,-0.11777,-0.30928
D95,devprop,F04,famous,C,74,2008,TRUE,s014,<undefined>,<undefined>,0.23416,<undefined>,0.27585,0.22196,<undefined>,<undefined>,-0.16655,-0.22345,-0.019706,<undefined>,-0.11777,<undefined>,-0.21265
D96,devprop,F04,famous,C,61,6032,TRUE,s015,<undefined>,<undefined>,-0.30913,<undefined>,-0.1184,-0.06509,<undefined>,<undefined>,-0.20619,-0.041237,-0.17584,<undefined>,-0.30928,-0.21265,<undefined>
D06,devprop,F04,famous,D,59,4152,FALSE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
D08,devprop,F04,famous,D,77,5816,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,-0.31919,0.0052083,0.12857,-0.30594,-0.32634,-0.22306,-0.39642,-0.44761,-0.30729,-0.23438,0.17218
D13,devprop,F04,famous,D,91,5507,FALSE,s003,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
