fame,ability,face,subj,angle,trial,rt,acc,sq,s001,s002,s003,s004,s005,s006,s007,s008,s009,s010,s011,s012,s013,s014,s015,s016,s017,s018,s019,s020,s021,s022,s023,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s045,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057,s058,s059,s060
famous,super,F01,S13,C,116,1189,TRUE,s039,-0.37511,-0.33664,<undefined>,-0.15078,-0.40494,-0.12606,<undefined>,-0.53538,-0.26332,-0.21302,<undefined>,-0.49563,-0.56522,-0.10497,<undefined>,-0.42295,-0.042838,0.32609,<undefined>,0.32673,-0.26705,-0.38256,<undefined>,-0.41176,-0.20183,-0.31426,<undefined>,-0.39002,-0.38256,-0.23412,<undefined>,-0.39706,-0.29316,-0.16954,<undefined>,0.068947,<undefined>,<undefined>,<undefined>,<undefined>,-0.1981,-0.27824,<undefined>,0.00063994,-0.38629,0.36957,<undefined>,-0.24531,0.32609,-0.36147,<undefined>,-0.13725,-0.31799,-0.54657,<undefined>,-0.49936,0.30435,0.14535,<undefined>,0.055308
famous,super,F01,S13,D,134,1253,TRUE,s040,-0.15601,-0.2879,0.20937,<undefined>,-0.18241,0.086822,-0.19504,<undefined>,-0.17251,-0.012632,-0.14395,<undefined>,-0.4901,-0.096154,-0.057692,<undefined>,-0.11812,0.13791,0.23077,<undefined>,-0.060426,-0.21041,-0.015931,<undefined>,-0.17251,-0.10219,-0.17251,<undefined>,-0.16261,0.013764,-0.15601,<undefined>,-0.19231,0.019231,-0.11538,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.015365,-0.070324,-0.0093323,<undefined>,-0.17251,0.2533,-0.054393,<undefined>,0.076923,-0.17581,0.14121,<undefined>,-0.22087,-0.30769,-0.25603,<undefined>,-0.019231,0.019231,-0.23294,<undefined>
famous,super,F01,S14,A,89,708,TRUE,s041,<undefined>,0.027778,0.27083,0.12382,<undefined>,0.34477,0.3,0.33333,<undefined>,0.43905,0.21144,0.43333,<undefined>,-0.24379,-0.39158,0.21837,<undefined>,-0.18658,-0.25425,0.17892,<undefined>,0.45632,0.00098124,0.53905,<undefined>,0.56667,0.61716,0.62288,<undefined>,0.52632,0.38648,-0.068124,<undefined>,0.12774,0.28382,-0.12663,<undefined>,-0.097532,-0.1981,-0.015365,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.23836,0.1781,0.47947,<undefined>,0.53333,-0.031279,0.38636,<undefined>,0.3,0.44286,0.4,<undefined>,0.10526,0.23231,0.047619
famous,super,F01,S14,B,71,554,TRUE,s042,0.2985,<undefined>,0.25,0.16667,0.75715,<undefined>,0.58333,0.36667,0.54184,<undefined>,0.35935,0.5,-0.19231,<undefined>,-0.10251,0.35714,0.2388,<undefined>,-0.046918,-0.043534,0.57692,<undefined>,0.41074,0.58368,0.5,<undefined>,0.58368,0.51144,0.39245,<undefined>,0.2985,-0.064103,0.13215,<undefined>,0.66667,0.2319,-0.16248,<undefined>,-0.27824,-0.070324,<undefined>,<undefined>,<undefined>,<undefined>,0.58368,<undefined>,0.25,0.625,-0.22444,<undefined>,-0.30952,0.13636,0.42308,<undefined>,0.44822,0.5,-0.25712,<undefined>,0.15963,0.071429
famous,super,F01,S14,C,60,652,TRUE,s043,0.15867,-0.11111,<undefined>,0.12064,0.37553,0.60714,<undefined>,0.20572,0.69695,0.69083,<undefined>,0.22654,-0.10714,0.077556,<undefined>,0.23063,0.51226,0.10539,<undefined>,0.11905,0.47654,0.30926,<undefined>,0.45308,0.65511,0.39898,<undefined>,0.33431,0.23616,0.22407,<undefined>,-0.12161,0.14286,0.14706,<undefined>,0.20308,0.080372,-0.22414,<undefined>,-0.0093323,<undefined>,<undefined>,<undefined>,<undefined>,0.49492,-0.051777,<undefined>,0.48483,0.15004,0.3041,<undefined>,0.13636,0.60714,0.14286,<undefined>,0.22041,0.020425,0.078947,<undefined>,0.03198
famous,super,F01,S14,D,8,906,TRUE,s044,0.11507,-0.16667,0.19822,<undefined>,0.20358,0.46875,0.375,<undefined>,0.45895,0.47947,0.53125,<undefined>,-0.15625,-0.020527,0.38235,<undefined>,0.66161,0.25628,-0.0044417,<undefined>,0.26608,0.29498,0.625,<undefined>,0.54733,0.19822,0.21967,<undefined>,0.18743,0.18047,0.11507,<undefined>,0.0625,0.029412,0.3125,<undefined>,0.18096,-0.086207,0.00063994,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.28217,-0.11428,0.13572,<undefined>,0.15717,0.14108,-0.18639,<undefined>,0.38036,0,0.083947,<undefined>,0.15511,0.16241,0.0080996,<undefined>
famous,super,F01,S15,A,94,981,TRUE,s045,<undefined>,0.055556,0.33333,0.2254,<undefined>,0.40511,0.42857,0.56667,<undefined>,0.58981,0.44695,0.64286,<undefined>,-0.14181,-0.1756,0.35714,<undefined>,-0.31066,-0.23669,0.087769,<undefined>,0.67647,0.17962,0.85714,<undefined>,0.54184,0.89898,0.80572,<undefined>,0.55263,0.53083,0.0021997,<undefined>,0.088235,0.38165,-0.01628,<undefined>,-0.2325,-0.38629,-0.17251,<undefined>,0.58368,0.49492,0.28217,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.75,-0.24556,0.18182,<undefined>,0.5,0.625,0.60714,<undefined>,0.087978,0.35156,0.21429
famous,super,F01,S15,B,15,760,TRUE,s046,-0.27515,<undefined>,-0.017259,-0.10793,-0.2598,<undefined>,-0.28033,-0.4473,-0.24372,<undefined>,-0.1973,-0.39017,-0.59375,<undefined>,-0.088235,-0.27346,-0.22855,<undefined>,0.5,0.25035,-0.06158,<undefined>,0.010723,-0.2955,-0.24372,<undefined>,-0.24372,-0.23836,-0.2487,<undefined>,-0.27515,-0.35677,0,<undefined>,0.099112,0.15625,0.125,<undefined>,0.36957,0.2533,-0.23836,<undefined>,-0.051777,-0.11428,<undefined>,<undefined>,<undefined>,<undefined>,0.25,<undefined>,0.30952,-0.15842,-0.3223,<undefined>,-0.37944,-0.39553,0.11905,<undefined>,-0.31426,0.31769
famous,super,F01,S15,C,41,756,TRUE,s047,0.035346,-0.22617,<undefined>,-0.12328,0.34048,0.54506,<undefined>,0.072386,0.22654,0.19231,<undefined>,0.14286,-0.34615,-0.44721,<undefined>,-0.015639,0.28571,-0.26517,<undefined>,0.099323,0.5132,0.098328,<undefined>,0.22654,0.22654,0.5143,<undefined>,0.1781,0.098328,0.2985,<undefined>,-0.23919,0,-0.1857,<undefined>,-0.30109,-0.18393,-0.094574,<undefined>,-0.054393,0.1781,0.25,<undefined>,0.13572,<undefined>,<undefined>,<undefined>,<undefined>,-0.33263,0.34615,<undefined>,-0.037656,0.23737,0,<undefined>,0.11538,-0.21429,0.3203,<undefined>,0.2898
famous,super,F01,S15,D,138,907,TRUE,s048,0.56166,0.055556,0.34048,<undefined>,0.53125,0.46875,0.3125,<undefined>,0.51072,0.65625,0.2402,<undefined>,-0.11964,0.016085,-0.057958,<undefined>,0.13128,-0.23744,-0.066942,<undefined>,0.53125,0.61765,0.20895,<undefined>,0.42233,0.41161,0.75,<undefined>,0.68656,0.44737,0.56166,<undefined>,-0.025888,0.24034,0.44822,<undefined>,-0.13092,-0.26107,-0.24531,<undefined>,0.47947,0.625,0.48483,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.24816,0.59375,-0.27684,<undefined>,0.32858,0.41161,0.5625,<undefined>,-0.22922,-0.017286,0.37702,<undefined>
famous,super,F01,S17,A,124,998,TRUE,s049,<undefined>,-0.18968,-0.16963,-0.095225,<undefined>,-0.099964,-0.27854,-0.54853,<undefined>,-0.1173,0.042893,-0.58158,<undefined>,0.14898,0.14706,-0.33602,<undefined>,0.75,0.5,0.35714,<undefined>,-0.35626,0.28064,-0.35504,<undefined>,-0.34996,-0.41421,-0.41993,<undefined>,-0.32779,-0.43679,-0.34798,<undefined>,-0.0092267,-0.16526,0.4888,<undefined>,0.017241,0.32609,0.076923,<undefined>,-0.22444,0.15004,0.15717,<undefined>,0.25,-0.33263,-0.24816,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.66526,-0.49816,-0.58771,<undefined>,0.013545,-0.44778,-0.10271
famous,super,F01,S17,B,8,1684,TRUE,s050,0.42105,<undefined>,0.22917,0.14815,0.76923,<undefined>,0.42308,0.4781,0.60714,<undefined>,0.32089,0.53571,-0.095588,<undefined>,-0.31257,0.28571,0.14391,<undefined>,-0.3265,-0.039449,0.61538,<undefined>,0.078055,0.67857,0.50613,<undefined>,0.75,0.66667,0.52941,<undefined>,0.42105,-0.051282,0.083522,<undefined>,0.40441,-0.069192,-0.24224,<undefined>,-0.36147,-0.17581,0.53333,<undefined>,0.3041,0.14108,0.75,<undefined>,0.34615,0.59375,<undefined>,<undefined>,<undefined>,<undefined>,0.42968,<undefined>,0.53125,0.53846,-0.17414,<undefined>,0.26087,0.15103
famous,super,F01,S17,C,160,1280,TRUE,s051,-0.22514,-0.30474,<undefined>,-0.18519,-0.25782,-0.11496,<undefined>,-0.2102,-0.19795,-0.29727,<undefined>,-0.35714,-0.19048,-0.13469,<undefined>,-0.46802,-0.071429,0.02381,<undefined>,0.17892,-0.10679,-0.29248,<undefined>,-0.28501,-0.17822,-0.15033,<undefined>,-0.24148,-0.23331,-0.070728,<undefined>,-0.27765,-0.13877,-0.059173,<undefined>,0.047619,0.086908,0.13793,<undefined>,0.14121,-0.031279,-0.30952,<undefined>,-0.18639,-0.24556,0.30952,<undefined>,-0.27684,<undefined>,<undefined>,<undefined>,<undefined>,-0.10679,-0.11088,<undefined>,-0.059173,-0.019724,0,<undefined>,0.15103
famous,super,F01,S17,D,98,1399,TRUE,s052,0.20132,0.13636,0.10478,<undefined>,0.11364,0.14026,0.22727,<undefined>,0.18182,0.12144,0.068182,<undefined>,0.022727,-0.060383,-0.19675,<undefined>,0.0077988,0.053253,-0.011029,<undefined>,0.15909,0.32988,0.090909,<undefined>,0.13636,0.18182,0.18182,<undefined>,0.19352,0.2578,0.20132,<undefined>,-0.13636,0.11364,0.053253,<undefined>,0.20537,0.16701,-0.13725,<undefined>,0.38636,0.13636,0.13636,<undefined>,0.18182,-0.15842,-0.037656,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.25,0.18182,0.13636,<undefined>,0.057153,-0.10584,0.13416,<undefined>
famous,super,F01,S90,A,79,783,TRUE,s053,<undefined>,-0.083333,0.10417,-0.0089867,<undefined>,0.38462,0.42308,0.26667,<undefined>,0.38462,0.61538,0.32143,<undefined>,-0.33955,0.068916,0.10341,<undefined>,-0.21247,-0.3265,0.14286,<undefined>,0.35294,0.40441,0.50613,<undefined>,0.5,0.44695,0.38382,<undefined>,0.26316,0.19776,-0.10879,<undefined>,-0.14201,0.26923,-0.20437,<undefined>,-0.068966,-0.31799,-0.22087,<undefined>,0.42308,0.60714,0.38036,<undefined>,-0.3223,0.23737,0.32858,<undefined>,0.42968,-0.10679,0.25,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.10526,0.16336,0.047619
famous,super,F01,S90,B,86,886,TRUE,s054,0.28947,<undefined>,0.125,0.055556,0.46429,<undefined>,0.14286,0.5,0.35714,<undefined>,0.10714,0.28571,0.36327,<undefined>,0.025231,0.11905,-0.059173,<undefined>,-0.48774,-0.16667,0.32143,<undefined>,-0.08876,0.42857,0.28571,<undefined>,0.57143,0.5,0.38235,<undefined>,0.28947,0.038462,-0.071429,<undefined>,0.21429,-0.22549,-0.41963,<undefined>,-0.54657,-0.30769,0.3,<undefined>,0.14286,0,0.5,<undefined>,0,0.41161,-0.66526,<undefined>,-0.11088,0.18182,<undefined>,<undefined>,<undefined>,<undefined>,-0.38364,<undefined>,0.32609,-0.071429
famous,super,F01,S90,C,45,951,TRUE,s055,0.55263,0.019064,<undefined>,0.24074,0.53125,0.25536,<undefined>,0.78125,0.47411,0.41697,<undefined>,0.4375,0.13036,-0.21875,<undefined>,0.2619,0.03217,-0.53477,<undefined>,-0.082983,0.46875,0.55882,<undefined>,0.5625,0.38572,0.41161,<undefined>,0.71875,0.67647,0.39474,<undefined>,0.11538,-0.025888,0.0050463,<undefined>,-0.11336,-0.36366,-0.17782,<undefined>,-0.25603,0.44286,0.44822,<undefined>,0.083947,0.625,-0.37944,<undefined>,0.5625,-0.49816,0.53125,<undefined>,0.13636,<undefined>,<undefined>,<undefined>,<undefined>,-0.34419,0.022575,<undefined>,0.071429
famous,super,F01,S90,D,127,756,TRUE,s056,0.31579,-0.1619,0.14583,<undefined>,0.61538,0.23077,0.26923,<undefined>,0.46429,0.46154,0.23077,<undefined>,0.27583,-0.29449,-0.063004,<undefined>,0.018383,-0.55086,-0.41019,<undefined>,0.46154,0.41176,-0.012066,<undefined>,0.39286,0.42308,0.60714,<undefined>,0.41176,0.31579,0.31579,<undefined>,0.038462,-0.11765,0.31429,<undefined>,-0.37439,-0.17241,-0.49936,<undefined>,0.4,0.5,0.22041,<undefined>,0.60714,-0.39553,0.11538,<undefined>,-0.58771,0.53846,-0.059173,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.34827,-0.15789,0.34783,<undefined>
famous,super,F01,S91,A,10,1198,TRUE,s057,<undefined>,-0.21429,-0.21487,-0.14443,<undefined>,-0.17414,-0.17005,-0.33672,<undefined>,-0.18569,-0.039449,-0.35236,<undefined>,-0.13469,0.1313,-0.41562,<undefined>,0.19456,0.02381,0.43674,<undefined>,-0.16597,0.079599,-0.17005,<undefined>,-0.22584,-0.26529,-0.2612,<undefined>,-0.17414,-0.24486,-0.32196,<undefined>,-0.24965,-0.21767,-0.067344,<undefined>,0.0202,0.30435,-0.019231,<undefined>,-0.25712,0.020425,0.15511,<undefined>,0.11905,-0.21429,-0.22922,<undefined>,-0.17414,-0.019724,0.057153,<undefined>,-0.38364,-0.34419,-0.34827,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F01,S91,B,36,996,TRUE,s058,0.12332,<undefined>,0.16013,-0.061365,0,<undefined>,-0.078947,-0.025541,0.23684,<undefined>,0.15789,-0.13158,-0.21427,<undefined>,-0.1526,-0.19048,0.23684,<undefined>,0.11881,0.28571,0.21053,<undefined>,0.078947,0.057147,0.28947,<undefined>,0.078947,0.10526,0.11429,<undefined>,0.12332,-0.14505,-0.13158,<undefined>,-0.18421,-0.2015,-0.038092,<undefined>,0.14535,0.019231,0.10526,<undefined>,0.078947,0.16241,0.087978,<undefined>,0.3203,-0.017286,0.013545,<undefined>,0,-0.10584,0.10526,<undefined>,0.022575,-0.15789,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F01,S91,C,45,1314,TRUE,s059,0.73913,0.021739,<undefined>,0.48148,0.21739,0.050938,<undefined>,0.3913,0.22858,0.16336,<undefined>,0.23913,-0.061488,-0.22794,<undefined>,0.31181,-0.078857,-0.42231,<undefined>,-0.049658,0.21739,0.47826,<undefined>,0.32609,0.16709,0.13416,<undefined>,0.47826,0.6087,0.46025,<undefined>,0.25641,-0.17018,-0.028559,<undefined>,-0.20556,-0.33864,-0.16895,<undefined>,-0.23294,0.23231,0.15963,<undefined>,0.0080996,0.35156,-0.31426,<undefined>,0.37702,-0.44778,0.26087,<undefined>,0.13416,0.16336,0.32609,<undefined>,0.34783,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F01,S91,D,93,1300,TRUE,s060,0.25444,0.020425,0.059539,<undefined>,0.14286,0.12313,0.11905,<undefined>,0.16667,0.055789,0.047619,<undefined>,-0.2381,-0.14624,-0.33333,<undefined>,0.0040851,-0.14216,0.020425,<undefined>,0.1313,0.31361,-0.063258,<undefined>,0.11905,0.079599,0.21429,<undefined>,0.24627,0.19526,0.25444,<undefined>,0.11905,-0.047619,0.11905,<undefined>,0.083947,0.12956,0.055308,<undefined>,0.047619,0.071429,0.03198,<undefined>,0.21429,0.31769,0.2898,<undefined>,-0.10271,0.15103,0.15103,<undefined>,0.047619,-0.071429,0.071429,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>
famous,super,F02,S01,A,73,1135,TRUE,s001,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.25,0.0077988,0.31818,<undefined>,0.18182,0.068182,0.19352,<undefined>,-0.0071297,0.68182,-0.011029,<undefined>,-0.063613,0.2617,-0.25646,<undefined>,0.25,0.45455,0.15909,<undefined>,0.45455,0.45455,0.31818,<undefined>,0.52273,0.75,0.34158,<undefined>,0.14483,0.049354,-0.10517,<undefined>,-0.21424,-0.094139,0.060225,<undefined>,0.18962,-0.12077,0.38636,<undefined>,0.38636,-0.22337,0.36364,<undefined>,-0.078542,-0.44151,-0.32464,<undefined>,-0.068182,0.14806,0.27273,<undefined>,-0.13959,-0.40708,0.29222
famous,super,F02,S01,B,127,1216,TRUE,s002,<undefined>,<undefined>,<undefined>,<undefined>,0.0077988,<undefined>,-0.018828,0.22727,0.090909,<undefined>,0.25,0.11364,0.045455,<undefined>,0.31818,-0.094139,0.13636,<undefined>,0.13636,-0.33634,-0.25,<undefined>,0.27273,0.011698,0.25,<undefined>,0.27273,0.22727,0.045455,<undefined>,0.43182,0.090909,0.22727,<undefined>,-0.068182,-0.31818,-0.40698,<undefined>,-0.22727,-0.14286,0.019497,<undefined>,-0.17402,0.25,-0.037656,<undefined>,-0.29545,0.36364,-0.055815,<undefined>,-0.57464,-0.4688,0.31818,<undefined>,0.30325,0.18182,0.22727,<undefined>,-0.64672,0.068182
famous,super,F02,S01,C,37,931,TRUE,s003,<undefined>,<undefined>,<undefined>,<undefined>,0.22607,0.47059,<undefined>,0.55882,0.40254,0.38235,<undefined>,0.42186,-0.018246,0.1622,<undefined>,0.15715,0.38235,0.089101,<undefined>,-0.18483,-0.11765,0.47059,<undefined>,0.35294,0.64706,0.73529,<undefined>,0.55882,0.48573,0.82353,<undefined>,0.54684,0.55882,0.35885,<undefined>,-0.045206,-0.18605,-0.18907,<undefined>,0.086748,0.3143,0.41681,<undefined>,0.64706,0.098328,0.64706,<undefined>,0.61765,0.19666,-0.022194,<undefined>,-0.2487,0.20588,0.058824,<undefined>,0.5,0.72699,-0.10784,<undefined>,0.34967
famous,super,F02,S01,D,9,1052,TRUE,s004,<undefined>,<undefined>,<undefined>,<undefined>,0.13636,0.25,0.13636,<undefined>,0.2539,0.18182,0.068182,<undefined>,0.21624,0.057153,0.54545,<undefined>,0.18182,0.00066903,0.32598,<undefined>,-0.20455,0.25,0.45455,<undefined>,0.38636,0.45455,0.45455,<undefined>,0.30715,0.52273,0.65909,<undefined>,0.31818,0.18249,0.049354,<undefined>,-0.16245,-0.25646,-0.20065,<undefined>,0.12923,0.2539,-0.12077,<undefined>,0,0.38636,-0.22337,<undefined>,0.11364,-0.048685,-0.26426,<undefined>,0.045455,-0.068182,0.20455,<undefined>,0.59091,-0.2227,-0.50579,<undefined>
famous,super,F02,S02,A,26,707,TRUE,s005,<undefined>,0.0077988,0.22607,0.13636,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.38215,0.19231,0.35935,<undefined>,-0.033333,0.18573,0.25613,<undefined>,0.051659,0.33981,-0.20324,<undefined>,0.52145,0.38165,0.36667,<undefined>,0.38165,0.38165,0.5286,<undefined>,0.32288,0.087769,0.18573,<undefined>,0.12269,-0.033333,0.032544,<undefined>,-0.18161,-0.2461,0.14286,<undefined>,0.43096,0,0.44947,<undefined>,0.44947,0.006599,0.38165,<undefined>,-0.11111,-0.054247,0.021447,<undefined>,0.20833,0.56667,0.47978,<undefined>,-0.2,-0.51651,0.14694
famous,super,F02,S02,B,155,527,TRUE,s006,0.25,<undefined>,0.47059,0.25,<undefined>,<undefined>,<undefined>,<undefined>,0.57756,<undefined>,0.38462,0.66045,-0.13889,<undefined>,0.41667,0.25,0.67857,<undefined>,0.67857,-0.10105,0.090909,<undefined>,0.67857,0.33333,0.76923,<undefined>,0.67857,0.875,0.46875,<undefined>,0.28571,0.41667,0.875,<undefined>,0.2,-0.05079,-0.25581,<undefined>,-0.11364,0.089286,0.4,<undefined>,0.18811,0.76923,0.42469,<undefined>,0,0.67857,0.26667,<undefined>,-0.43709,-0.28569,0.45833,<undefined>,0.4,0.875,0.41667,<undefined>,-0.42853,0.28571
famous,super,F02,S02,C,147,738,TRUE,s007,0.0077988,-0.018828,<undefined>,0.13636,<undefined>,<undefined>,<undefined>,<undefined>,0.5,0.38215,<undefined>,0.26923,0.11111,0.1781,<undefined>,0.33981,0.29797,-0.038462,<undefined>,-0.36482,-0.1107,0.42382,<undefined>,0.3,0.35935,0.29797,<undefined>,0.43096,0.125,0.24477,<undefined>,0.12064,0.43096,0.029412,<undefined>,-0.16667,-0.30996,-0.33263,<undefined>,0,0.033333,0.33333,<undefined>,0.35935,0.5,0.35935,<undefined>,0.29797,0.3,-0.16667,<undefined>,-0.17678,0,0.041667,<undefined>,0.38215,0.27778,-0.12071,<undefined>,0.0040851
famous,super,F02,S02,D,84,586,TRUE,s008,0.31818,0.22727,0.55882,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.58368,0.75,0.42308,<undefined>,-0.11111,0.20572,0.5,<undefined>,0.64286,0.2319,0.6847,<undefined>,0.041667,0.875,0.78571,<undefined>,0.88462,0.78571,0.78571,<undefined>,0.5,0.7,0.35714,<undefined>,1,0.30926,0.23333,<undefined>,-0.24419,-0.18161,-0.090909,<undefined>,0.40572,0.7643,0.19526,<undefined>,0.34763,0.88462,0.006599,<undefined>,0.27239,-0.01348,-0.43137,<undefined>,0.5,0.29167,0.43333,<undefined>,0.5,-0.15,-0.42402,<undefined>
famous,super,F02,S03,A,38,933,TRUE,s009,<undefined>,0.090909,0.40254,0.2539,<undefined>,0.57756,0.5,0.58368,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.033333,0.3524,0.22654,<undefined>,0.060225,0.47041,-0.099964,<undefined>,0.57756,0.59594,0.36667,<undefined>,0.59594,0.59594,0.58368,<undefined>,0.52288,0.23063,0.28731,<undefined>,0.29916,0.1,-0.036492,<undefined>,-0.17344,-0.13636,0.077556,<undefined>,0.5,0.012255,0.58981,<undefined>,0.58981,0.077556,0.51226,<undefined>,0.0095318,-0.15997,-0.09283,<undefined>,0.17857,0.63333,0.54184,<undefined>,-0.15,-0.40222,0.14694
famous,super,F02,S03,B,87,778,TRUE,s010,0.18182,<undefined>,0.38235,0.18182,0.38215,<undefined>,0.38215,0.75,<undefined>,<undefined>,<undefined>,<undefined>,-0.036492,<undefined>,0.38889,0.16737,0.5,<undefined>,0.5,-0.22964,-0.125,<undefined>,0.57143,0.28382,0.65385,<undefined>,0.57143,0.75,0.3125,<undefined>,0.21429,0.33333,0.75,<undefined>,0.16667,-0.16667,-0.31395,<undefined>,-0.22727,0,0.32288,<undefined>,0.048816,0.65385,0.34763,<undefined>,-0.19231,0.71429,0.1,<undefined>,-0.54853,-0.36872,0.25,<undefined>,0.23333,0.66667,0.33333,<undefined>,-0.51651,0.16667
famous,super,F02,S03,C,154,813,TRUE,s011,0.068182,0.25,<undefined>,0.068182,0.19231,0.38462,<undefined>,0.42308,<undefined>,<undefined>,<undefined>,<undefined>,0.22699,0.13333,<undefined>,-0.094888,0.32143,-0.076923,<undefined>,-0.40328,-0.23077,0.38462,<undefined>,0.066667,0.46154,0.39286,<undefined>,0.42308,0.09375,0.33333,<undefined>,0.13889,0.42308,0,<undefined>,-0.36111,-0.34884,-0.37278,<undefined>,-0.125,0.039052,0.26923,<undefined>,0.46154,0.19231,0.46154,<undefined>,0.32143,0.050491,-0.27301,<undefined>,-0.48392,0.65385,0.46154,<undefined>,0.5,0.19444,0.225,<undefined>,0
famous,super,F02,S03,D,148,632,TRUE,s012,0.19352,0.11364,0.42186,<undefined>,0.35935,0.66045,0.26923,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,0.083333,0.46667,0.34763,<undefined>,0.50613,0.56486,0.89286,<undefined>,-0.076923,0.66045,0.58981,<undefined>,0.67364,0.58981,0.58981,<undefined>,0.71875,0.51716,0.22654,<undefined>,0.66704,0.56387,0.26667,<undefined>,-0.18605,0.02451,-0.08701,<undefined>,0.26667,0.88462,0.051659,<undefined>,0.28243,0.67364,-0.076923,<undefined>,0.13333,0.22699,-0.14281,<undefined>,0.26923,0.23077,0.26667,<undefined>,0.34763,-0.275,-0.512,<undefined>
famous,super,F02,S04,A,25,1012,TRUE,s013,<undefined>,0.045455,-0.018246,0.21624,<undefined>,-0.13889,0.11111,-0.11111,<undefined>,-0.036492,0.22699,0.083333,<undefined>,<undefined>,<undefined>,<undefined>,<undefined>,-0.027778,0.11111,-0.41667,<undefined>,-0.13889,-0.055556,-0.041258,<undefined>,-0.055556,-0.055556,-0.11111,<undefined>,-0.05079,-0.10271,0.16667,<undefined>,-0.083333,-0.25,-0.16667,<undefined>,-0.23401,-0.46557,-0.28571,<undefined>,0,-0.42538,-0.083333,<undefined>,-0.083333,-0.41108,-0.10158,<undefined>,-0.13412,-0.10635,0,<undefined>,-0.027778,0.027778,-0.055556,<undefined>,-0.0035534,-0.91202,-0.2619
famous,super,F02,S04,B,77,1012,TRUE,s014,-0.0071297,<undefined>,0.1622,0.057153,-0.033333,<undefined>,0.1781,0.20572,0.033333,<undefined>,0.13333,0.46667,<undefined>,<undefined>,<undefined>,<undefined>,0.1,<undefined>,0.5,-0.26667,-0.26667,<undefined>,0.21716,-0.082843,0.21144,<undefined>,0.21716,0.20572,0.46875,<undefined>,0.01634,0.41667,0.20572,<undefined>,0.066667,-0.027778,-0.30233,<undefined>,-0.29545,-0.19643,-0.016176,<undefined>,-0.3,0.21144,-0.033333,<undefined>,-0.33333,0.35049,-0.26667,<undefined>,-0.2714,-0.10892,-0.1,<undefined>,-0.13333,0.16667,0.1024,<undefined>,-0.71878,-0.095238
